Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
388,0.8717187643051147,0.6858017604286262,0.6771623562663694,0.0
971,0.8778125047683716,0.7049056603773585,0.6984730216643892,42.54057264328003
1496,0.8818749785423279,0.7094542659492699,0.6955628432946981,37.824803829193115
1969,0.8882812261581421,0.7290640394088671,0.7238138991348306,35.70159125328064
2394,0.8940625190734863,0.7392307692307692,0.7280195910192211,32.402902126312256
2777,0.8993750214576721,0.749611197511664,0.7346320757857772,29.06501793861389
3122,0.8932812213897705,0.7652114128566517,0.7621732044090004,25.903228998184204
3432,0.8973437547683716,0.7675981605942697,0.7620492576903157,23.293858528137207
3711,0.8998437523841858,0.7711531595858622,0.7687395241637393,20.991535186767578
3886,0.90234375,0.7752606975907946,0.7719413091871735,19.027557373046875
4120,0.9035937786102295,0.7762060210373594,0.7739270971044925,17.898398876190186
4330,0.9039062261581421,0.7801215588130139,0.7780106292961504,16.229259967803955
4530,0.9068750143051147,0.7789317507418398,0.7783839670783669,14.843559980392456
4663,0.9071875214576721,0.7806499261447564,0.7771970718364386,13.37252926826477
4863,0.9024999737739563,0.781665500349895,0.7799860734068663,12.35942268371582
5063,0.9089062213897705,0.7804143126177023,0.7742835087743971,11.009634494781494
5263,0.9040625095367432,0.7796123474515434,0.7780090683411044,9.511871337890625
5441,0.9051562547683716,0.7884280237016382,0.7885716329630091,8.541672468185425
5641,0.9071875214576721,0.7895109851169383,0.788805075172577,7.145384073257446
5841,0.9076562523841858,0.7871804105149443,0.783796843316859,5.794536352157593
6041,0.9084374904632568,0.790414878397711,0.7872051290009341,4.219409704208374
6218,0.9068750143051147,0.7831149927219796,0.7764870056880357,2.7030086517333984
