processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 lt unduh ngentot di toilet sekolah bispak porno bokep ,0,1,0,0,0,0,0,0,0,0,0,0
 mirip sepe i hoaks pokemon go aku yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
jika kita tak mampu memberi sumbangan kepada gaza janganlah kita menjadi penyumbang kepada yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
 baru baca sarap kali ,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling indah setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
ilmu mengajarkan mana yang baik dan mana yang buruk dan akhlak mengajarkan mana yang pantas dan mana yang tidak pantas jadi bekalilah anak anak kita dengan ilmu pengetahuan dan akhlak yang baik tuan guru bajang zainul majdi tuan guru bajang untuk indonesia tuan guru bajang presiden 2019,0,0,0,0,0,0,0,0,0,0,0,0
gubernur indonesia mengobrol dengan presiden turki ,0,0,0,0,0,0,0,0,0,0,0,0
 kalau mau berpolitik ya mundur saja dulu dari posisi panglima orang jokowi ganti saja ,1,0,1,0,0,0,0,0,1,1,0,0
goblinnya berengsek banget gue ketua sampai pilek ,0,1,0,0,0,0,0,0,0,0,0,0
 di jawa tempat tinggal saya ada gereja katolik jawa yang konon kata teman saya katolik digereja tersebut khotbahnya pakai bahasa jawa kuno krama kromo halus jawa halus ,0,0,0,0,0,0,0,0,0,0,0,0
 jika ada yang masih merindukan suha o mereka itu hanyalah kroni kroninya mereka yang pernah kayak bersama rezim suha o dan mereka penjual bangsanya sendiri ,0,0,0,0,0,0,0,0,0,0,0,0
 brahahahaaa cebong nya ahoker cebong belum cebok ,1,1,1,0,0,0,0,0,1,1,0,0
bagai rumah bawah ranah yang indah seorang pendiam dan culun walau dengan bakar besar ,0,0,0,0,0,0,0,0,0,0,0,0
3 presiden menyampaikan bahwa dalam waktu dekat ini akan digelar 171 pemilihan kepala daerah pilihan kepala daerah secara serentak baik pilihan kepala daerah gubernur bupati dan wali kota jokowi ajak ulama sejukkan pemilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
 pak rr sepe inya anda harus belajar mempergunakan hati anda untuk mengeluarkan pernyataan apakah dengan gubernur baru bisa menghasilkan karya jalan lingkar semanggi tanpa mengeluarkan dana anggaran pendapatan dan belanja daerah nanti kita sama sama akan lihat who is the real lead,0,0,0,0,0,0,0,0,0,0,0,0
 saya juga tidak terlalu suka dengan rezim yang sekarang tetapi sikap sikap ancam angkat senjata yang terindikasi merongrong merah putih juga tidak boleh makanya tahun depan pastikan indonesia memiliki pemimpin yang jiwa nasionalisme,0,0,0,0,0,0,0,0,0,0,0,0
 olahraga apa itu namanya yang ekstrem bungee jumping apa banci jumping iya iya banci menaikan trail banci jumping ,0,1,0,0,0,0,0,0,0,0,0,0
mau diejek anjing ya ,1,1,1,0,0,0,0,0,1,1,0,0
kak kak kak kak pada memanggil kak semua kayak lagi meladeni adek adek imut culun di bawah umur malas ah ,0,1,0,0,0,0,0,0,0,0,0,0
dianya berlaku dan penderitaannya itu akhirnya sampai ke pengetahuan abu bakar as sidik yang membeli zinnirah dengan harga tinggi sejak itu dia tekun beribadah dan dengan kurnia allah kedua dua matanya yang buta itu bercahaya semula peristiwa yang me,0,0,0,0,0,0,0,0,0,0,0,0
cinta itu buta buta itu gelap gelap itu hitam hitam itu monyet monyet itu yang baca twit ini ,0,1,0,0,0,0,0,0,0,0,0,0
5 presiden mestinya dalam posisi yang sudah dekat sepe i ini setiap dua minggu itu ada publikasi untuk media nasional maupun internasional harus rutin diadakan dalam rangka mempromosikan asian games ke 18 ini jokowi pacu promosi asian games yuk,0,0,0,0,0,0,0,0,0,0,0,0
presiden keluhkan minimnya publikasi asian games xviii asian games 2018,0,0,0,0,0,0,0,0,0,0,0,0
 ngoaaahahaaa saking kejang kejang nya sih bani kuda prabowo bin onta sampai tidak baca tulisan gue ibu kamu masih selingkuh dengan kuda prabowo itu ngoaaahahaaaa xa,1,1,0,1,0,0,0,0,1,0,1,0
 dudukan boleh dewan perwakilan rakyat mantan menteri komunikasi dan informasi tetapi posting hoaks hadehhh doa pak jokowi endut gagal paham,1,0,1,0,0,0,0,0,1,1,0,0
komisi pemberantasan korupsi gelar program pilihan kepala daerah berintegritas,0,0,0,0,0,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah 2018 aman dan anti hoaks perangkat desa kedungrejo jabon,0,0,0,0,0,0,0,0,0,0,0,0
mewah dampingi gubernur organization development hadiri acara puncak festival paskah gfg 2018,0,0,0,0,0,0,0,0,0,0,0,0
intelligence quotient 200 lihat pelanggaran ham di myanmar 1 usir duta besar myanmar 2 usir orang beragama buddha di indonesia ,1,0,0,1,1,0,0,0,0,0,0,1
 tidak usah berbicara kamu geblek ,1,1,1,0,0,0,0,0,1,1,0,0
hem kayaknya sudah saatnya di turunkan pakde nih akal sehatnya tidak jalan,1,0,1,0,0,0,0,0,1,1,0,0
 ada amin racist nada amat dani nada ratna sih paiiit nada sih onta nada sih lobang anus jadi jangan takut oi oi kehabisan obat penenang ya ,1,1,1,0,0,0,0,0,1,1,0,0
urusan mantan adalah tidak bakal habis habis diomongi anehnya mantan mantan gue adalah pas mau nikah pasti pada nlp gue kayak orang meminta doa restu malah ada yang seminggu mau nikah mengajak camping geblek ,1,1,0,1,0,0,0,0,1,0,1,0
 iklan ahok jahat bikin darah mendidih bangsat penuh dengan propaganda memang kamu kira islam radikal kalau kami mau,1,1,1,0,1,0,0,0,0,1,0,0
 ya sudah nanti kita jalan berdua sipit tinggalkan saja ,0,0,0,0,0,0,0,0,0,0,0,0
apakah sebuah kebetulan kristen suriah dan arab islam memakai sebutan alah allah yang sama kita punya bukti literatur pada suriah tetapi tidak pada arab islam ,0,0,0,0,0,0,0,0,0,0,0,0
mangsa utama dari burung elang harpy adalah monyet ,0,0,0,0,0,0,0,0,0,0,0,0
 saya umat katolik yang menyimak dan mendapat banyak banget informasi amp pelajaran dari tulisan tulisan mas dan tulisan tulisan mas tersebut sering juga saya bagikan wa ke saudarah saudara amp teman teman yang non muslim dan terima kasih dan x9,0,0,0,0,0,0,0,0,0,0,0,0
lengserkan penghianat yang menusuk dari belakang se a antek anteknya di sama,1,0,0,1,0,0,0,0,1,0,0,1
he gembel gue mulai nyanyi lebih dahulu ya kamu ngerapnya tar saja kalau sudah lolos audisi yang kamu ainment ,0,1,0,0,0,0,0,0,0,0,0,0
 hati 2 n1 yang meminta anak itu diproses hukum secara tidak langsung membela jokowi memang itu tujuannya mencari empati 2 ini video kedua penghina presiden 3 pribumi memang warga kelas dua 4 penyebar videonya sedang diburu polisi 5 dan sebagainya,0,0,0,0,0,0,0,0,0,0,0,0
bodoh perangai tak matang langsung ingatkan sudah besar nih perangai berubah sudah ,0,1,0,0,0,0,0,0,0,0,0,0
 kamu saja tidak sukses bajingan ,1,1,1,0,0,0,0,0,1,1,0,0
pilihan kepala daerah damai dan anti hoaks,0,0,0,0,0,0,0,0,0,0,0,0
 ayo sama gue sejujurnya keluarga gue juga lagi begini haha nd kebetulan gue kristen juga ,0,0,0,0,0,0,0,0,0,0,0,0
 ada anjir hidup dimana kamu ,0,1,0,0,0,0,0,0,0,0,0,0
tidak apa apa lah daripada sih tabib cabul teriak teriak tidak karuan sambi mengocok tongkol meminta gambar bugil pecun hoaalaaaah tidak membayang saya dasar binatang ,1,1,1,0,0,0,0,1,0,1,0,0
 tolong di jawab dulu pe anyaan gue ya teman gue bilang debat orang kasih penge ian sama cebong kacung itu percuma karena dungunya sama ke tulang rusuk benar apa betul itu ,1,1,0,1,0,0,0,0,1,0,1,0
5 apa saja tantangan yang pernah dihadapi aku chat,0,0,0,0,0,0,0,0,0,0,0,0
